Order,Family,Name,Scientific name,Size (cm),Cavity nester type,Reference ,Obligate or Facultative,Occasional,Excavated,Decay-formed,Excavator species,Status,Nearctic,Palearctic,Neotropical,Afrotropical,Oriental,Australasia
Piciformes,Picidae (Woodpeckers),Javan Flameback,Chrysocolaptes strictus,28–32,Primary excavator,10,Obligate,,X,,,Vulnerable,,,,,1,
Piciformes,Picidae (Woodpeckers),Luzon Flameback,Chrysocolaptes haematribon,28–32,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Yellow-faced Flameback,Chrysocolaptes xanthocephalus,28–30,Primary excavator,10,Obligate,,X,,,Endangered,,,,,1,
Piciformes,Picidae (Woodpeckers),Buff-spotted Flameback,Chrysocolaptes lucidus,28–34,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Red-headed Flameback,Chrysocolaptes erythrocephalus,28–34,Primary excavator,10,Obligate,,X,,,Endangered,,,,,1,
Piciformes,Picidae (Woodpeckers),White-naped Woodpecker,Chrysocolaptes festivus,29,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Okinawa Woodpecker,Dendrocopos noguchii,31–35,Primary excavator,10,Obligate,,X,,,Critically Endangered,,1,,,,
Piciformes,Picidae (Woodpeckers),Maroon Woodpecker,Blythipicus rubiginosus,23,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Bay Woodpecker,Blythipicus pyrrhotis,30,Primary excavator,10,Obligate,,X,,,Not globally threatened,,1,,,1,
Piciformes,Picidae (Woodpeckers),Orange-backed Woodpecker,Chrysocolaptes validus,30,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Southern Sooty Woodpecker,Mulleripicus fuliginosus,29–30,Primary excavator,10,Obligate,,X,,,Vulnerable,,,,,1,
Piciformes,Picidae (Woodpeckers),Northern Sooty Woodpecker,Mulleripicus funebris,30–32,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Ashy Woodpecker,Mulleripicus fulvus,40,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),Great Slaty Woodpecker,Mulleripicus pulverulentus,50,Primary excavator,10,Obligate,,X,,,Vulnerable,,,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),Yellow-headed Caracara ,Milvago chimachima,40–45,Non-excavator,10,Facultative,X,X,X,Ramphastidae,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Chimango Caracara,Phalcoboenus chimango,37–43,Non-excavator,1,Facultative,X,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Plumbeous Forest-falcon,Micrastur plumbeus,31–36,Non-excavator,10,Unknown,,,X,,Vulnerable,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Barred Forest-falcon ,Micrastur ruficollis,31–38,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Lined Forest-falcon,Micrastur gilvicollis,33–38,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Cryptic Forest-falcon,Micrastur mintoni,30–35,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Collared Forest-falcon,Micrastur semitorquatus,46–58,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Buckley's Forest-falcon,Micrastur buckleyi,41–51,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Slaty-backed Forest-falcon ,Micrastur mirandollei,40–45 ,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Laughing Falcon,Herpetotheres cachinnans,45–53,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Black-thighed Falconet ,Microhierax fringillarius,14–17 ,Non-excavator,10,Facultative,,X,X,Megalaimidae and Picidae,Not globally threatened,,,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),Collared Falconet,Microhierax caerulescens,14–18,Non-excavator,10,Obligate,,X,X,Megalaimidae (Megalaima zeylanica and M. lineata) and Picidae,Not globally threatened,,,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),White-fronted Falconet,Microhierax latifrons,14–17,Non-excavator,10,Obligate,,X,,Picidae and Megalaimidae,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Philippine Falconet,Microhierax erythrogenys,15–18,Non-excavator,10,Obligate,,X,,Picidae and Megalaimidae,Not globally threatened,,,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),Pied Falconet,Microhierax melanoleucos,15–19,Non-excavator,10,Obligate,,X,,Picidae and Megalaimidae,Not globally threatened,,1,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),White-rumped Pygmy-falcon ,Polihierax insignis,23–28 ,Non-excavator,10,Unknown,,X,,Picidae ,Not globally threatened,,,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),Australian Hobby,Falco longipennis,30–35,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,1,1
Falconiformes,Falconidae (Falcons and Caracaras),New Zealand Falcon,Falco novaeseelandiae,36–48,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Falconiformes,Falconidae (Falcons and Caracaras),Nankeen Kestrel,Falco cenchroides,28–35,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Falconiformes,Falconidae (Falcons and Caracaras),Common Kestrel,Falco tinnunculus,27–35,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),Dickinson's Kestrel ,Falco dickinsoni,27–30,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Mauritius Kestrel,Falco punctatus,25–29,Non-excavator,10,Facultative,,,X,,Endangered,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Seychelles Kestrel,Falco araeus,15–24,Non-excavator,10,Facultative,,,X,,Vulnerable,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Greater Kestrel ,Falco rupicoloides,29–37,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Spotted Kestrel,Falco moluccensis,26–32,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,1,
Falconiformes,Falconidae (Falcons and Caracaras),American Kestrel,Falco sparverius,21–31,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,1,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Banded Kestrel,Falco zoniventris,25–29,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Madagascar Kestrel ,Falco newtoni,25,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Grey Kestrel,Falco ardosiaceus,28–33,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Falconiformes,Falconidae (Falcons and Caracaras),Red-footed Falcon,Falco vespertinus,27–32,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Falconiformes,Falconidae (Falcons and Caracaras),Amur Falcon,Falco amurensis,28–30,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Falconiformes,Falconidae (Falcons and Caracaras),Merlin,Falco columbarius,24–32,Non-excavator,10,Facultative,,,X,,Not globally threatened,1,1,,,,
Falconiformes,Falconidae (Falcons and Caracaras),Bat Falcon,Falco rufigularis,23–30,Non-excavator,10,Facultative,,X,X,Psittaciformes,Not globally threatened,,,1,,,
Falconiformes,Falconidae (Falcons and Caracaras),Peregrine Falcon,Falco peregrinus,35–51,Non-excavator,10,Facultative,X,,X,,Not globally threatened,1,1,1,1,1,1
Falconiformes,Falconidae (Falcons and Caracaras),Orange-breasted Falcon,Falco deiroleucus,33–40,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,1,,,
Psittaciformes,Strigopidae (New Zealand Parrots),New Zealand Kaka,Nestor meridionalis,45,Non-excavator,10,Facultative,,,X,,Endangered,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Blue-eyed Cockatoo,Cacatua ophthalmica,44–50,Non-excavator,10,Obligate,,,X,,Vulnerable,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Major Mitchell's Cockatoo,Cacatua leadbeateri,33–40,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Long-billed Corella,Cacatua tenuirostris,37–40,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Western Corella,Cacatua pastinator,37–45,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Little Corella,Cacatua sanguinea,36–39,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Tanimbar Corella,Cacatua goffiniana,30–32,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Cacatuidae (Cockatoos),Solomons Corella,Cacatua ducorpsii,30,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Philippine Cockatoo,Cacatua haematuropygia,30–31,Non-excavator,10,Obligate,,,X,,Critically Endangered,,,,,1,
Psittaciformes,Cacatuidae (Cockatoos),Yellow-crested Cockatoo,Cacatua sulphurea,33,Non-excavator,10,Obligate,,,X,,Critically Endangered,,,,,1,
Psittaciformes,Cacatuidae (Cockatoos),Salmon-crested Cockatoo,Cacatua moluccensis,40–50,Non-excavator,10,Obligate,,,X,,Vulnerable,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),White Cockatoo,Cacatua alba,46,Non-excavator,10,Obligate,,,X,,Endangered,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Sulphur-crested Cockatoo,Cacatua galerita,45–55,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Short-billed Black-cockatoo,Zanda latirostris,55–60,Non-excavator,10,Obligate,,,X,,Endangered,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Yellow-tailed Black-cockatoo,Zanda funerea,55–60,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Long-billed Black-cockatoo,Zanda baudinii,55–60,Non-excavator,10,Obligate,,,X,,Endangered,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Red-tailed Black-cockatoo,Calyptorhynchus banksii,50–65,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Glossy Black-cockatoo,Calyptorhynchus lathami,46–50,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Palm Cockatoo,Probosciger aterrimus,51–64,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Gang-gang Cockatoo,Callocephalon fimbriatum,32–37,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Galah,Eolophus roseicapilla,35–36,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Cacatuidae (Cockatoos),Cockatiel,Nymphicus hollandicus,29–33,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Seychelles Parrot,Coracopsis barklyi,35–40,Non-excavator,35,Obligate,,,X,,Vulnerable,,,,1,,
Psittaciformes,Psittacidae (Parrots),Black Parrot,Coracopsis nigra,35–40,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,,1,,
Psittaciformes,Psittacidae (Parrots),Comoro Parrot,Coracopsis sibilans,35–40,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,1,,
Psittaciformes,Psittacidae (Parrots),Vasa Parrot,Coracopsis vasa,50,Non-excavator,Inferred,Unknown,,,X,,Not Globally Threatened,,,,1,,1
Psittaciformes,Psittacidae (Parrots),Red-breasted Pygmy-parrot,Micropsitta bruijnii,8–9,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Yellow-capped Pygmy-parrot,Micropsitta keiensis,9,Non-excavator,50,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Geelvink Pygmy-parrot,Micropsitta geelvinkiana,9,Non-excavator,50,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Buff-faced Pygmy-parrot,Micropsitta pusio,8,Non-excavator,50,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Green Pygmy-parrot,Micropsitta finschii ,8–9,Non-excavator,50,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Superb Parrot,Polytelis swainsonii,40,Non-excavator,Inferred,Obligate,,,X,,Vulnerable,,,,,,1
Psittaciformes,Psittacidae (Parrots),Regent Parrot,Polytelis anthopeplus,40,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Princess Parrot,Polytelis alexandrae,45,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Moluccan King-parrot,Alisterus amboinensis,35,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Australian King-parrot ,Alisterus scapularis,42–43,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Papuan King-parrot,Alisterus chloropterus,36,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Red-winged Parrot,Aprosmictus erythropterus,30–32,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Jonquil Parrot,Aprosmictus jonquillaceus,35,Non-excavator,Inferred,Obligate,,,X,,Not Globally Threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Golden-mantled Racquet-tail ,Prioniturus platurus,28,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Buru Racquet-tail,Prioniturus mada,32,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Mindanao Racquet-tail,Prioniturus waterstradti,27,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Blue-headed Racquet-tail,Prioniturus platenae,27,Non-excavator,Inferred,Obligate,,,X,,Vulnerable,,,,,1,
Psittaciformes,Psittacidae (Parrots),Mindoro Racquet-tail,Prioniturus mindorensis,27,Non-excavator,Inferred,Obligate,,,X,,Vulnerable,,,,,1,
Psittaciformes,Psittacidae (Parrots),Green Racquet-tail,Prioniturus luconensis,29,Non-excavator,Inferred,Obligate,,,X,,Endangered,,,,,1,
Psittaciformes,Psittacidae (Parrots),Blue-crowned Racquet-tail,Prioniturus discurus,27,Non-excavator,10,Facultative,,X,X,Picidae (Dryocopus javensis),Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Yellowish-breasted Racquet-tail,Prioniturus flavicans,37,Non-excavator,49,Obligate,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Montane Racquet-tail,Prioniturus montanus,30,Non-excavator,Inferred,Obligate,,,X,,Not Globally Threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Sulu Racquet-tail,Prioniturus verticalis,28–30,Non-excavator,Inferred,Obligate,,,X,,Critically Endangered,,,,,1,
Psittaciformes,Psittacidae (Parrots),Eclectus Parrot,Eclectus roratus,35–42,Facultative excavator,10,Obligate,,X,X,,Not globally threatened,,,,,1,1
Psittaciformes,Psittacidae (Parrots),Song Parrot ,Geoffroyus heteroclitus,24–25,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Red-cheeked Parrot,Geoffroyus geoffroyi,21–27,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Blue-collared Parrot,Geoffroyus simplex,22,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Rennell Parrot,Geoffroyus hyacinthinus,24–25,Primary excavator,Inferred,Obligate,,,,,Not Globally Threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Blue-rumped Parrot,Psittinus cyanurus,18,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Simeulue Parrot,Psittinus abbotti,19,Non-excavator,Inferred,Obligate,,,X,,Not Globally Threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Grey-headed Parakeet ,Psittacula finschii,36–40,Facultative excavator,Inferred,Unknown,,,,,Not Globally Threatened,,1,,,1,
Psittaciformes,Psittacidae (Parrots),Alexandrine Parakeet,Psittacula eupatria,50–62,Facultative excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Lord Derby's Parakeet,Psittacula derbiana,46–50,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Rose-ringed Parakeet,Psittacula krameri,37–43,Facultative excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,,,1,1,
Psittaciformes,Psittacidae (Parrots),Echo Parakeet,Psittacula eques,36–42,Facultative excavator,10,Obligate,,X,X,,Endangered,,,,1,,
Psittaciformes,Psittacidae (Parrots),Slaty-headed Parakeet,Psittacula himalayana,39–41,Facultative excavator,10,Obligate,,X,X,Picidae (Picus squamatus),Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Plum-headed Parakeet,Psittacula cyanocephala,33–37,Facultative excavator,10,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Blossom-headed Parakeet,Psittacula roseata,30–36,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Malabar Parakeet,Psittacula columboides,36–38,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Red-breasted Parakeet,Psittacula alexandri,33–38,Facultative excavator,10,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Nicobar Parakeet,Psittacula caniceps,56–61,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Long-tailed Parakeet,Psittacula longicauda,40–48,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Emerald-collared Parakeet ,Psittacula calthrapae,29–31,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Snow Mountain Tiger-parrot,Psittacella lorentzi,17–19,Unknown,Inferred,Unknown,,,,,Not Globally Threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Painted Tiger-parrot,Psittacella picta,17–19,Unknown,50,Unknown,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Brehm's Tiger-parrot,Psittacella brehmii,24,Unknown,50,Unknown,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Modest Tiger-parrot,Psittacella modesta,14,Unknown,50,Unknown,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Madarasz's Tiger-parrot,Psittacella madaraszi,14,Unknown,50,Unknown,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Great-billed Parrot ,Tanygnathus megalorynchos,33–43,Non-excavator,10,Obligate,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Black-lored Parrot,Tanygnathus gramineus,40,Non-excavator,Inferred,Obligate,,,,,Vulnerable,,,,,,1
Psittaciformes,Psittacidae (Parrots),Blue-backed Parrot,Tanygnathus sumatranus,32,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Blue-naped Parrot,Tanygnathus lucionensis,31,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Orange-billed Lorikeet ,Neopsittacus pullicauda,18,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Yellow-billed Lorikeet,Neopsittacus musschenbroekii,21–23,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Bourke's Parrot,Neopsephotus bourkii,19,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Mulga Parrot ,Psephotellus varius,27–28,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Red-rumped Parrot ,Psephotus haematonotus,27,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Blue-winged Parrot,Neophema chrysostoma,20–21,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Elegant Parrot,Neophema elegans,22–23 ,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Orange-bellied Parrot,Neophema chrysogaster,20–21,Non-excavator,10,Obligate,,,X,,Critically Endangered,,,,,,1
Psittaciformes,Psittacidae (Parrots),Turquoise Parrot,Neophema pulchella,20,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Scarlet-chested Parrot,Neophema splendida,19,Non-excavator,10,Obligate,,,X,,Vulnerable,,,,,,1
Psittaciformes,Psittacidae (Parrots),Swift Parrot,Lathamus discolor,25,Non-excavator*,10; 45,Obligate,,,X,,Critically Endangered,,,,,,1
Psittaciformes,Psittacidae (Parrots),Maroon Shining-parrot ,Prosopeia tabuensis,45,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Masked Shining-parrot ,Prosopeia personata,47,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Crimson Shining-parrot,Prosopeia splendens,45,Non-excavator,Inferred,Obligate,,,X,,Vulnerable,,,,,,1
Psittaciformes,Psittacidae (Parrots),Horned Parakeet ,Eunymphicus cornutus,32,Non-excavator,10,Facultative,,,X,,Vulnerable,,,,,,1
Psittaciformes,Psittacidae (Parrots),Ouvea Parakeet,Eunymphicus uvaeensis,32 ,Non-excavator,10,Obligate,,,X,,Endangered,,,,,,1
Psittaciformes,Psittacidae (Parrots),Australian Ringneck,Barnardius zonarius,32–44,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Malherbe's Parakeet,Cyanoramphus malherbi,20,Non-excavator,10,Obligate,,,X,,Critically Endangered,,,,,,1
Psittaciformes,Psittacidae (Parrots),Yellow-fronted Parakeet,Cyanoramphus auriceps,23,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Chatham Parakeet,Cyanoramphus forbesi,26,Non-excavator,10,Unknown,,,X,,Endangered,,,,,,1
Psittaciformes,Psittacidae (Parrots),Red-fronted Parakeet,Cyanoramphus novaezelandiae,27,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Green Rosella,Platycercus caledonicus,36 ,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Crimson Rosella,Platycercus elegans,30–37,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Northern Rosella,Platycercus venustus,28,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Eastern Rosella,Platycercus eximius,30,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Pale-headed Rosella,Platycercus adscitus,30,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Western Rosella,Platycercus icterotis,25–26,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Red-capped Parrot,Purpureicephalus spurius,36,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Double-eyed Fig-parrot,Cyclopsitta diophthalma,13–16 ,Primary excavator,7,Obligate,,X,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Coxen's Fig-parrot,Cyclopsitta coxeni,15,Primary excavator,10,Obligate,,X,,,Critically Endangered,,,,,,1
Psittaciformes,Psittacidae (Parrots),Dusky-cheeked Fig-parrot,Cyclopsitta melanogenia,11–13,Primary excavator,Inferred,Facultative,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Creamy-breasted Fig-parrot,Cyclopsitta amabilis,11–13,Primary excavator,Inferred,Facultative,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Black-fronted Fig-parrot,Cyclopsitta nigrifrons,11–13,Primary excavator,Inferred,Facultative,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Blue-fronted Fig-parrot,Cyclopsitta gulielmitertii,11–13,Primary excavator,Inferred,Facultative,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Red-faced Fig-parrot,Psittaculirostris cervicalis,18–19 ,Unknown,Inferred,Unknown,,,,,Not Globally Threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Large Fig-parrot,Psittaculirostris desmarestii,18–19,Unknown,Inferred,Unknown,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Yellow-naped Fig-parrot,Psittaculirostris godmani,18–19,Unknown,Inferred,Unknown,,,,,Not Globally Threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Edwards's Fig-parrot,Psittaculirostris edwardsii,18,Unknown,Inferred,Unknown,,,,,Not globally threatened,,,,,,1
Psittaciformes,Psittacidae (Parrots),Salvadori's Fig-parrot,Psittaculirostris salvadorii,19,Unknown,Inferred,Unknown,,,,,Vulnerable,,,,,,1
Psittaciformes,Psittacidae (Parrots),Guaiabero,Bolbopsittacus lunulatus,15,Non-excavator,Inferred,Facultative,,,X,,Not globally threatened,,,,,1,
Psittaciformes,Psittacidae (Parrots),Blue Bonnet,Northiella haematogaster,28,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
