Order,Family,Name,Scientific name,Size (cm),Cavity nester type,Reference ,Obligate or Facultative,Occasional,Excavated,Decay-formed,Excavator species,Status,Nearctic,Palearctic,Neotropical,Afrotropical,Oriental,Australasia
Piciformes,Lybiidae (African Barbets),Banded Barbet,Lybius undatus,16–17.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Vieillot's Barbet,Lybius vieilloti,16,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),White-headed Barbet,Lybius leucocephalus,18–19.5,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Red-faced Barbet,Lybius rubrifacies,17.5–18.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Black-billed Barbet,Lybius guifsobalito,16–18,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Black-collared Barbet,Lybius torquatus,17.5–19,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Brown-faced Barbet,Pogonornis minor,19.5–21,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),White-faced Barbet,Pogonornis macclounii,19–21,Primary excavator,10,Facultative,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Brown-breasted Barbet,Pogonornis melanopterus,19,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Double-toothed Barbet,Pogonornis bidentatus,23,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Bearded Barbet,Pogonornis dubius,25.5,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Black-breasted Barbet,Pogonornis rolleti,27,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,1,,
Piciformes,Lybiidae (African Barbets),Annam Barbet,Psilopogon annamensis,"21,5–23,5",Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Lybiidae (African Barbets),Necklaced Barbet,Psilopogon auricularis,22.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Lybiidae (African Barbets),Yellow-eared Barbet,Psilopogon australis,16–17,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Lybiidae (African Barbets),Red-throated Barbet,Psilopogon mystacophanos,23,Primary excavator,10,Facultative,,X,,,Not globally threatened,,,,,1,
Piciformes,Lybiidae (African Barbets),Sri Lanka Barbet,Psilopogon rubricapillus,16–17,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Lybiidae (African Barbets),Blue-throated Barbet ,Psilopogon asiaticus,22–23,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,1,,,1,
Piciformes,Lybiidae (African Barbets),Black-eared Barbet,Psilopogon duvaucelii,16–17,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Fire-tufted Barbet ,Psilopogon pyrolophus,28–29,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),White-cheeked Barbet ,Psilopogon viridis,23 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Malabar Barbet,Psilopogon malabaricus,16–17,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Coppersmith Barbet,Psilopogon haemacephalus,15–17 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Blue-eared Barbet,Psilopogon cyanotis,16–17,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,1,,,1,
Piciformes,Megalaimidae (Asian Barbets),Bornean Barbet,Psilopogon eximius,15–16,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Great Barbet,Psilopogon virens,32–35,Primary excavator,10,Obligate,,X,,,Not globally threatened,,1,,,1,
Piciformes,Megalaimidae (Asian Barbets),Red-vented Barbet,Psilopogon lagrandieri,29,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Red-crowned Barbet,Psilopogon rafflesii,26,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Black-banded Barbet,Psilopogon javensis,26 ,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Golden-naped Barbet,Psilopogon pulcherrimus,20–21.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Yellow-crowned Barbet,Psilopogon henricii,21.5–22.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Flame-fronted Barbet,Psilopogon armillaris,20–21.5,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Green-eared Barbet,Psilopogon faiostrictus,24,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Lineated Barbet,Psilopogon lineatus,25–30,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Brown-headed Barbet,Psilopogon zeylanicus,25–28,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Yellow-fronted Barbet,Psilopogon flavifrons,21–22,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Golden-throated Barbet,Psilopogon franklinii,22.5,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Mountain Barbet,Psilopogon monticola,20–22,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Brown-throated Barbet,Psilopogon corvinus,27,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Gold-whiskered Barbet,Psilopogon chrysopogon,30,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Moustached Barbet,Psilopogon incognitus,22–23,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Taiwan Barbet,Psilopogon nuchalis,21.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Chinese Barbet,Psilopogon faber,20–21.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Black-browed Barbet,Psilopogon oorti,21.5,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Turquoise-throated Barbet,Psilopogon chersonesus,22–23,Facultative excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Bornean Brown Barbet,Caloramphus fuliginosus,17.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,,,1,
Piciformes,Megalaimidae (Asian Barbets),Malay Brown Barbet,Caloramphus hayii,17.5,Primary excavator,10,Facultative,,X,,,Not globally threatened,,,,,1,
Piciformes,Capitonidae (New World Barbets),Sira Barbet,Capito fitzpatricki,19.5–20,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Gilded Barbet ,Capito auratus,16–19,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Scarlet-crowned Barbet,Capito aurovirens,19,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Black-girdled Barbet,Capito dayi,16–17,Primary excavator,10,Obligate,,X,,,Vulnerable,,,1,,,
Piciformes,Capitonidae (New World Barbets),Spot-crowned Barbet,Capito maculicoronatus,16–18,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Orange-fronted Barbet,Capito squamatus,16–18,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),White-mantled Barbet,Capito hypoleucus,18–19,Primary excavator,10,Unknown,,X,,,Vulnerable,,,1,,,
Piciformes,Capitonidae (New World Barbets),Scarlet-banded Barbet,Capito wallacei,19.5,Primary excavator,10,Unknown,,X,,,Vulnerable,,,1,,,
Piciformes,Capitonidae (New World Barbets),Five-colored Barbet,Capito quinticolor,17–18,Facultative excavator,10,Unknown,,X ,,Picidae,Vulnerable,,,1,,,
Piciformes,Capitonidae (New World Barbets),Brown-chested Barbet,Capito brunneipectus,18,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Black-spotted Barbet,Capito niger,16–19,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Flame-throated Barbet,Eubucco aurantiicollis,14.5–15.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Blue-chinned Barbet,Eubucco glaucogularis,16,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Blue-cowled Barbet,Eubucco steerii,16,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Blue-moustached Barbet,Eubucco versicolor,16,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Lemon-throated Barbet,Eubucco richardsoni,15.5,Primary excavator,10,Unknown,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Scarlet-hooded Barbet,Eubucco tucinkae,17,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Capitonidae (New World Barbets),Red-headed Barbet,Eubucco bourcierii,16,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Semnornithidae (Toucan-Barbets),Prong-billed Barbet,Semnornis frantzii,18,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Semnornithidae (Toucan-Barbets),Toucan Barbet,Semnornis ramphastinus,19–21,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Greyish-throated Toucanet,Aulacorhynchus albivitta,30–38,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Black-throated Toucanet,Aulacorhynchus atrogularis,29.5–31.5,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Yellow-billed Toucanet,Aulacorhynchus calorhynchus,33–37,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Black-billed Toucanet,Aulacorhynchus cyanolaemus,29.5–34,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Wagler's Toucanet,Aulacorhynchus wagleri,32–37,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Emerald Toucanet,Aulacorhynchus prasinus,30–37,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Groove-billed Toucanet,Aulacorhynchus sulcatus,33–37,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Chestnut-tipped Toucanet,Aulacorhynchus derbianus,33–41,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Tepui Toucanet,Aulacorhynchus whitelianus,33–41,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Crimson-rumped Toucanet,Aulacorhynchus haematopygus,40–45,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Yellow-browed Toucanet,Aulacorhynchus huallagae,38–44,Non-excavator,Inferred,Unknown,,X,,Picidae,Endangered,,,1,,,
Piciformes,Ramphastidae (Toucans),Blue-banded Toucanet,Aulacorhynchus coeruleicinctis,40–44,Non-excavator,Inferred,Unknown,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Blue-throated Toucanet ,Aulacorhynchus caeruleogularis,32–37,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Grey-breasted Mountain-toucan,Andigena hypoglauca,41–48,Non-excavator,Inferred,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Plate-billed Mountain-toucan,Andigena laminirostris,46–51,Facultative excavator,10,Obligate,,X,X,Semnornis ramphastinus,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Hooded Mountain-toucan,Andigena cucullata,48–50,Non-excavator,Inferred,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Black-billed Mountain-toucan,Andigena nigrirostris,48–51,Non-excavator,Inferred,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Curl-crested Araçari,Pteroglossus beauharnaisii,42–46,Non-excavator,Inferred,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Many-banded Araçari,Pteroglossus pluricinctus,43–46,Non-excavator,Inferred,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Stripe-billed Araçari,Pteroglossus sanguineus,43–48,Non-excavator,Inferred,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Western Red-necked Araçari,Pteroglossus sturmii,36,Non-excavator,Inferred,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Collared Araçari,Pteroglossus torquatus,43–48,Non-excavator,10,Obligate,,X,,Picidae (Campephilus spp.),Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Green Araçari ,Pteroglossus viridis,30–39 ,Non-excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Chestnut-eared Araçari,Pteroglossus castanotis,43–47,Non-excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Fiery-billed Araçari,Pteroglossus frantzii,45,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Eastern Red-necked Araçari,Pteroglossus bitorquatus,36,Non-excavator,Inferred,Obligate,,X,,Picidae,Endangered,,,1,,,
Piciformes,Ramphastidae (Toucans),Humboldt’s Araçari,Pteroglossus humboldti,33–40,Non-excavator,Inferred,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Ivory-billed Araçari ,Pteroglossus azara,36–45,Non-excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Lettered Araçari,Pteroglossus inscriptus,33–40,Non-excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Saffron Toucanet,Pteroglossus bailloni,35–39,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Pale-billed Araçari,Pteroglossus erythropygius,43–48,Non-excavator,10,Obligate,,X,,Picidae (Campephilus spp.),Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Black-necked Araçari,Pteroglossus aracari,43–46,Non-excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Green-billed Toucanet ,Selenidera langsdorffii,33–35,Non-excavator,10,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Yellow-eared Toucanet,Selenidera spectabilis,36–38,Non-excavator,Inferred,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Guianan Toucanet,Selenidera piperivora,33–35,Non-excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Tawny-tufted Toucanet,Selenidera nattereri,32–33,Non-excavator,Inferred,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Red-billed Toucanet,Selenidera reinwardtii,33–35,Non-excavator,10,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Gould's Toucanet,Selenidera gouldii,33,Non-excavator,Inferred,Obligate,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Spot-billed Toucanet,Selenidera maculirostris,33–37,Facultative excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Ariel Toucan,Ramphastos ariel,48–56,Non-excavator,10,Obligate,,,X,,Endangered,,,1,,,
Piciformes,Ramphastidae (Toucans),Cuvier's Toucan,Ramphastos cuvieri,53–58,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Toco Toucan,Ramphastos toco,55–61,Facultative excavator,10,Facultative,,X,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Yellow-throated Toucan,Ramphastos ambiguus,53–56,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Keel-billed Toucan,Ramphastos sulfuratus,46–51,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Red-billed Toucan,Ramphastos tucanus,53–58,Non-excavator,10,Obligate,,,X,,Vulnerable,,,1,,,
Piciformes,Ramphastidae (Toucans),Choco Toucan,Ramphastos brevis,46–48.5,Non-excavator,Inferred,Unknown,,,,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Channel-billed Toucan,Ramphastos vitellinus,46–56,Non-excavator,10,Obligate,,,X,,Vulnerable,,,1,,,
Piciformes,Ramphastidae (Toucans),Red-breasted Toucan,Ramphastos dicolorus,42–48,Facultative excavator,5; 10,Obligate,,X,X,Picidae,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Citron-throated Toucan,Ramphastos citreolaemus,48 ,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,1,,,
Piciformes,Ramphastidae (Toucans),Yellow-ridged Toucan,Ramphastos culminatus,48,Non-excavator,Inferred,Obligate,,,X,,Vulnerable,,,1,,,
Piciformes,Picidae (Woodpeckers),Rufous-necked Wryneck,Jynx ruficollis,19,Non-excavator,10,Facultative,,X,X,Lybiidae (Lybius torquatus and Trachyphonus vaillantii) and Picidae,Not globally threatened,,,,1,,
Piciformes,Picidae (Woodpeckers),Greyish Piculet,Picumnus granadensis,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Black-spotted Piculet ,Picumnus nigropunctatus,9,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Eurasian Wryneck ,Jynx torquilla,16–17,Non-excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,1,,1,1,
Piciformes,Picidae (Woodpeckers),Speckled Piculet,Picumnus innominatus,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,1,,,1,
Piciformes,Picidae (Woodpeckers),Bar-breasted Piculet,Picumnus aurifrons,7.5 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Orinoco Piculet,Picumnus pumilus,9,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Lafresnaye's Piculet,Picumnus lafresnayi,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Golden-spangled Piculet,Picumnus exilis,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Ecuadorian Piculet,Picumnus sclateri,8–9,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Scaled Piculet,Picumnus squamulatus,8–9.2,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),White-bellied Piculet,Picumnus spilogaster,9,Primary excavator,10,Obligate,,X,,,Vulnerable,,,1,,,
Piciformes,Picidae (Woodpeckers),Arrowhead Piculet,Picumnus minutissimus,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Spotted Piculet,Picumnus pygmaeus,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Speckle-chested Piculet,Picumnus steindachneri,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Varzea Piculet,Picumnus varzeae,8–9 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),White-barred Piculet,Picumnus cirratus,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Ocellated Piculet,Picumnus dorbignyanus,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Ochre-collared Piculet,Picumnus temminckii,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),White-wedged Piculet,Picumnus albosquamatus,10–11,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Rusty-necked Piculet,Picumnus fuscus,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Rufous-breasted Piculet,Picumnus rufiventris,9–11,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Tawny Piculet,Picumnus fulvescens,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Ochraceous Piculet,Picumnus limae,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Mottled Piculet,Picumnus nebulosus,10–11,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Plain-breasted Piculet,Picumnus castelnau,8–9,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Fine-barred Piculet,Picumnus subtilis,10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Olivaceous Piculet,Picumnus olivaceus,8.5–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Chestnut Piculet,Picumnus cinnamomeus,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),African Piculet,Verreauxia africana,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,1,,
Piciformes,Picidae (Woodpeckers),Rufous Piculet,Sasia abnormis,9,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,,,1,
Piciformes,Picidae (Woodpeckers),White-browed Piculet,Sasia ochracea,9–10,Primary excavator,10,Obligate,,X,,,Not globally threatened,,1,,,1,
Piciformes,Picidae (Woodpeckers),Antillean Piculet,Nesoctites micromegas,14–16,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Black-cheeked Woodpecker ,Melanerpes pucherani,17–19,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Grey-breasted Woodpecker,Melanerpes hypopolius,19–21,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),White Woodpecker,Melanerpes candidus,24–29,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Lewis's Woodpecker,Melanerpes lewis,26–29 ,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,1,,,,,
Piciformes,Picidae (Woodpeckers),Guadeloupe Woodpecker,Melanerpes herminieri, 24,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Puerto Rican Woodpecker,Melanerpes portoricensis,22,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Red-headed Woodpecker,Melanerpes erythrocephalus,24,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,1,,,,,
Piciformes,Picidae (Woodpeckers),Acorn Woodpecker,Melanerpes formicivorus,23,Primary excavator,10,Obligate,,X,,,Not globally threatened,1,,1,,,
Piciformes,Picidae (Woodpeckers),Golden-naped Woodpecker,Melanerpes chrysauchen,17–18,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Yellow-tufted Woodpecker,Melanerpes cruentatus,22,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Yellow-fronted Woodpecker,Melanerpes flavifrons,17 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Beautiful Woodpecker,Melanerpes pulcher, 17–18,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),White-fronted Woodpecker,Melanerpes cactorum,16–18 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Hispaniolan Woodpecker,Melanerpes striatus, 20–24,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Jamaican Woodpecker,Melanerpes radiolatus,24–26,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Golden-cheeked Woodpecker,Melanerpes chrysogenys,19–22,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Yucatan Woodpecker,Melanerpes pygmaeus,16–18,Primary excavator,10,Obligate,,X,,,Not globally threatened,1,,,,,
Piciformes,Picidae (Woodpeckers),Red-crowned Woodpecker,Melanerpes rubricapillus,16–18.5,Primary excavator,10,Obligate,,X,,,Not globally threatened,,,1,,,
Piciformes,Picidae (Woodpeckers),Gila Woodpecker,Melanerpes uropygialis,21.5–24 ,Primary excavator,10,Obligate,,X,,,Not globally threatened,1,,,,,
