cell_id,coast_dist
31031,620.2142777802644
31032,12211.16250602488
31033,29289.8246345119
31034,51292.92070349742
31035,73296.01677248292
31036,84694.01845764463
31037,58216.9542399647
31038,32609.059468994787
31039,13797.908920680768
31040,4608.365814171941
31041,4581.177292336886
31056,3952.855306039097
31057,3057.8234385801647
31058,3309.6158047471135
31059,1542.8084749645384
31060,223.99885481803628
31061,1990.8061846006115
31062,3757.6135143831852
31063,5524.42084416576
32143,3781.824445288145
32144,7436.15871421575
32145,18654.141873719647
32146,27955.782477802397
32147,34726.479157098714
32148,41497.17583639503
32149,48267.87251569134
32150,55038.569194987664
32151,57858.93973217746
32152,60475.23398099924
32153,63451.65206490173
32154,67866.2155373795
32155,72280.77900985724
32156,76695.34248233504
32157,81109.9059548128
32158,85524.46942729056
32159,89738.08567873748
32160,87543.27082897017
32161,86408.8029575865
32162,91279.46981342157
32163,96949.65312515495
32164,102619.83643688833
32165,108290.01974862171
32166,113960.20306035508
32167,99347.36092548675
32168,85304.30847052338
32169,78369.33050887626
32170,80403.22683316111
32171,86976.38676937581
32172,87800.4550050991
32173,75584.73023246365
32174,70743.35856072082
32175,67154.03190738491
32176,63564.70525404899
32177,61019.751698233915
32178,63254.09790791183
32179,65519.81400996113
32180,64606.80964174037
32181,59422.8092989404
32182,54238.808956140434
32183,49054.80861334048
32184,46287.62256409803
32185,44858.97831649546
32186,43430.33406889288
32187,42001.6898212903
32188,38887.937086405764
32189,32885.08932557547
32190,34354.09316340921
32191,37127.80857768212
32192,39901.52399195502
32193,41470.10567066616
32194,34066.5500821888
32195,26662.994493711438
32196,21163.6104667398
32197,16858.13590290825
32198,12540.60416958679
32199,8204.292744431912
32200,3867.9813192770316
32201,468.3301058778473
32202,10559.645548752418
32203,23948.58518661291
32210,8422.849753993944
32211,3334.4437653208024
32212,1753.9622233523378
32213,6842.368212025481
32214,6587.662392047367
32215,4039.0855444389754
32216,1490.508696830584
32217,3309.8832183428176
32218,8868.683014671127
32219,14427.48281099944
32220,19986.282607327754
32221,25545.08240365606
32222,30575.170585503743
32223,33957.475984317774
32224,37339.7813831318
32225,40722.086781945836
32226,25121.4296451045
32227,20216.127784218697
32228,26045.160474781478
32229,31874.19316534426
32230,40037.87632975078
32231,52955.47281563494
32232,41215.72067610672
32233,17417.044333652215
32234,651.6559463928969
32235,8571.61848781598
32236,16491.581029239063
32237,5978.451992143015
32238,3746.752784884007
32239,641.6541694350163
32240,2463.4444460139744
32241,8304.046223715777
32242,18106.767824264363
32243,22642.591757856764
32244,21260.53874389385
32245,19517.978606892837
32246,8818.123348073672
32247,1881.7319107454919
32248,10545.799790584128
32249,15860.309390327357
32308,8361.394752590522
32309,13641.701316394983
32310,35644.79738538049
32311,57902.58751650247
32312,82391.46990855373
32313,58104.06287376504
32314,32407.084424747856
32315,13503.929775699717
32316,10155.78588792239
32317,6839.26897029202
32318,3522.752052661647
32319,206.23513503127543
32331,5139.264623111801
32332,14536.605159381706
32333,23898.05090352764
32334,22355.054321388096
32335,20812.05773924855
32336,18329.844589502492
32337,15360.642142640707
32338,12391.439695778925
32339,4708.581671966804
32340,8445.670894784234
32341,17884.094921672102
33410,14205.722343750343
33411,13711.480669477343
33412,13217.238995204345
33413,12722.997320931347
33414,9885.475972940601
33415,3893.481071886592
33416,2098.5138291674157
33417,8090.508730221424
33418,14082.503631275433
33419,20777.42745360094
33420,31995.41061310483
33421,43213.393772608724
33422,54093.06746452139
33423,60863.76414381771
33424,67634.46082311402
33425,74405.15750241034
33426,81175.85418170664
33427,84731.88159576178
33428,87348.17584458356
33429,90096.0778396965
33430,94502.87503791494
33431,98917.43851039269
33432,103332.00198287045
33433,107746.56545534823
33434,112161.12892782602
33435,116575.69240030377
33436,114453.91533584219
33437,113350.27295573286
33438,117677.36785874593
33439,123347.55117047932
33440,129017.73448221269
33441,134687.91779394608
33442,137340.40838316164
33443,121701.74483395417
33444,110536.15524525975
33445,105276.6286370315
33446,106799.32330288763
33447,113164.0326515872
33448,110986.06810193235
33449,101597.43529213047
33450,97503.71607282542
33451,93914.38941948951
33452,90325.06276615358
33453,87994.49844103423
33454,90158.86571112683
33455,92424.58181317613
33456,91104.4725659654
33457,85920.47222316545
33458,80736.47188036547
33459,75552.47153756552
33460,73249.79932365868
33461,71821.1550760561
33462,70392.51082845352
33463,68963.86658085095
33464,65204.29628495964
33465,59645.81253252142
33466,61211.243101565815
33467,63984.95851583871
33468,66758.67393011163
33469,67435.22389971196
33470,60031.668311234585
33471,52628.11272275722
33472,47818.12019361715
33473,43512.6456297856
33474,39190.11454452748
33475,34853.8031193726
33476,30517.49169421772
33477,26181.180269062836
33478,12886.81037477104
33479,502.12926308944833
33480,8882.158170073226
33481,11694.412232153545
33482,10455.389287869195
33483,2950.3115597987394
33484,4554.766168271714
33485,12059.843896342172
33486,18093.33633100771
33487,23181.742319680852
33488,28270.148308353997
33489,33358.554297027134
33490,33467.110973665156
33491,30918.534126056766
33492,28369.95727844837
33493,29731.460476794673
33494,35290.260273122985
33495,40849.0600694513
33496,46407.85986577961
33497,51966.65966210792
33498,57362.48120432387
33499,60744.78660313791
33500,64127.09200195193
33501,63291.82971778086
33502,48566.965072218
33503,46579.442714866374
33504,52408.437545213186
33505,58237.47023577597
33506,64554.13011581498
33507,76664.87392633095
33508,53968.51429349363
33509,32837.47515708174
33510,26495.263998248698
33511,34383.90613037985
33512,34895.934829573045
33513,20314.32116554407
33514,23074.104072948423
33515,26179.202688397414
33516,29284.3013038464
33517,33461.78203423167
33518,43264.40382652296
33519,49607.19688136258
33520,48225.14386739967
33521,44307.35329526123
33522,33607.49803644207
33523,22907.642777622903
33524,15925.996289663939
33525,10611.486689920712
33526,5296.977090177487
33527,17.532509565741705
33528,5332.042109308969
33529,9518.086226934689
33530,13543.21903024447
33531,17296.774721218873
33532,7157.6802018346
33533,7082.210030007999
33534,10083.256481096425
33584,19568.526235321566
33585,2006.422001721935
33586,23208.477353025715
33587,50162.51681915286
33588,77148.70553818566
33589,69433.06477391544
33590,49950.85066716113
33591,40267.838171263815
33592,36951.32125363344
33593,23314.60648141004
33594,3646.207723840402
33596,7475.573810053143
33597,2299.9929448212165
33598,3001.1582817569442
33599,17248.831392764012
33606,6325.673940184503
33607,13350.195842309002
33608,33026.06562480251
33609,50853.92524563543
33610,49310.92866349589
33611,47767.932081356346
33612,45166.08569792805
33613,42196.88325106627
33614,39227.680804204494
33615,28287.505299013985
33616,15133.252732262947
33617,5468.149643350624
34684,822.0532578107486
34685,10097.429253240089
34686,12789.753669230275
34687,13283.995343503271
34688,13778.237017776271
34689,14272.47869204927
34690,16441.240440348436
34691,22433.235341402447
34692,28425.23024245646
34693,34417.22514351047
34694,40409.22004456447
34695,46401.214945618485
34696,56554.66251199392
34697,67772.64567149781
34698,78990.6288310017
34699,87001.04913053667
34700,93771.74580983301
34701,100542.44248912932
34702,107313.13916842562
34703,111604.8234593461
34704,114221.11770816788
34705,116859.10740434233
34706,121139.53453845036
34707,125554.09801092815
34708,129968.66148340591
34709,134383.2249558837
34710,138797.78842836144
34711,143212.35190083922
34712,141364.55984271422
34713,140314.24564068782
34714,144075.26590407031
34715,149745.4492158037
34716,155415.63252753706
34717,161085.81583927045
34718,158939.62485051854
34719,145639.0444503082
34720,136446.53967460708
34721,132221.7270721775
34722,133437.29625080343
34723,139351.67853379864
34724,135590.90945321924
34725,128019.63236770747
34726,124264.07358492998
34727,120674.74693159408
34728,117085.42027825817
34729,114981.10024897235
34730,117063.63351434181
34731,119329.34961639112
34732,117602.13549019044
34733,112418.13514739045
34734,107234.1348045905
34735,102138.15445782985
34736,100211.97608321933
34737,98783.33183561676
34738,97354.68758801417
34739,95926.04334041159
34740,91520.65548351355
34741,86555.28178787416
34742,88068.39303972242
34743,90842.10845399532
34744,93615.82386826821
34745,93400.34212875774
34746,85996.78654028036
34747,78837.619809347
34748,74472.62992049451
34749,70167.15535666296
34750,65839.62491946816
34751,61503.313494313275
34752,57167.00206915841
34753,49722.20593615498
34754,36333.2662982945
34755,22944.32666043401
34756,17970.983677582375
34757,15158.729615502063
34758,15480.5666092174
34759,22985.644337287853
34760,30490.722065358306
34761,37995.79979342876
34762,44609.52241600937
34763,49697.928404682505
34764,54786.33439335565
34765,59874.740382028795
34766,60346.55955528294
34767,57797.98270767455
34768,55249.405860066174
34769,56153.03773524652
34770,61711.83753157484
34771,67270.63732790315
34772,72829.43712423147
34773,78388.23692055978
34774,83947.03671688808
34775,87532.09722195803
34776,90914.40262077206
34777,84802.82765295434
34778,74460.8216798482
34779,73179.97234585175
34780,78771.7146156449
34781,84600.74730620768
34782,90453.94009845078
34783,91216.72813463824
34784,70909.73650517562
34785,56514.511153139865
34786,53080.96843995317
34787,60196.19377294371
34788,55145.80628183882
34789,47286.41799989883
34790,49894.96093078084
34791,53000.059546229844
34792,56105.15816167883
34793,59446.84028017744
34794,68422.03982878156
34795,76571.80200486838
34796,75189.74899090547
34797,69096.72798362964
34798,58396.87272481047
34799,47967.25068380543
34800,42397.792369912015
34801,37083.282770168786
34802,31768.773170425553
34803,26454.263570682328
34804,21205.32940347316
34805,17180.196600163377
34806,13155.063796853594
34807,9649.919217289385
34808,11345.70392778835
34809,13041.48863828732
34810,3485.4839268710134
34811,12348.284055451855
34826,3632.8285452099203
34827,2336.9604412205454
34828,1317.7867041243042
34829,298.6129670280636
34830,2419.844662631101
34831,5468.352778848284
34832,757.5876124658448
34833,12471.078058887373
34851,10756.948873654965
34852,11722.899008989305
34853,19388.520777224305
34860,2400.4685975133257
34861,18096.43196504429
34862,34061.73620899958
34863,56016.48459299601
34864,81077.06962355784
34865,87885.2595453813
34866,73470.78224596039
34867,48508.31684577827
34868,24537.13115015552
34869,4817.198816733528
34870,1858.5072526338652
34871,7917.059502240495
34872,17692.626257114855
34873,27468.193011989213
34874,20859.991339428845
34875,610.001664907888
34881,3118.209470557496
34882,12163.786525236297
34883,31839.65630772981
34884,51515.526090223306
34885,71191.39587271682
34886,76266.8030056037
34887,66819.0668024286
34888,47753.364593150625
34889,35772.60711537585
34890,24458.80591507314
34891,13145.004714770424
34892,625.6219360382975
35957,14317.254434325887
35958,1853.0603947176714
35959,12060.578658080023
35960,22842.909287966788
35961,35454.23110488166
35962,39785.22968221089
35963,40279.47135648388
35964,40773.71303075688
35965,41267.95470502988
35966,42767.956853637486
35967,48759.951754691494
35968,54751.9466557455
35969,60743.9415567995
35970,66735.93645785352
35971,72727.93135890752
35972,81113.91441088298
35973,92331.89757038688
35974,103549.88072989076
35975,113138.33411725568
35976,119909.030796552
35977,126679.72747584833
35978,133450.42415514463
35979,138477.76532293038
35980,141094.05957175218
35981,143710.35382057395
35982,147776.19403898582
35983,152190.75751146357
35984,156605.32098394135
35985,161019.88445641912
35986,165434.44792889687
35987,169849.01140137465
35988,168275.20434958622
35989,167289.8403379339
35990,170489.22354960113
35991,176143.34726112807
35992,181813.53057286143
35993,187483.71388459482
35994,181986.87018681742
35995,170493.83519989456
35996,162711.63069044598
35997,159185.4317540376
35998,160196.53118433818
35999,165539.32441601003
36000,160965.46878127445
36001,154641.5651925035
36002,151024.43109703457
36003,147435.10444369866
36004,143845.77779036274
36005,141972.79694730003
36006,143968.40131755683
36007,146234.1174196061
36008,144099.79841441548
36009,138915.7980716155
36010,133731.79772881552
36011,128892.73446575398
36012,127174.15284277996
36013,125745.50859517738
36014,124316.8643475748
36015,122888.22009997223
36016,117837.01468206741
36017,113507.75593804994
36018,114925.542977879
36019,117699.25839215191
36020,120472.9738064248
36021,119365.46035780353
36022,111961.90476932615
36023,105432.6142112034
36024,101127.13964737185
36025,96821.6650835403
36026,92489.13529440886
36027,88152.82386925396
36028,83816.5124440991
36029,73168.66185967844
36030,59779.72222181795
36031,48136.93722596645
36032,44824.125525237985
36033,42011.87146315766
36034,41475.25941151456
36035,48921.60023437445
36036,56426.6779624449
36037,63931.75569051536
36038,71125.70850101102
36039,76214.11448968416
36040,81302.52047835731
36041,86390.92646703045
36042,87226.00813690072
36043,84677.43128929235
36044,82128.85444168396
36045,82612.12947258208
36046,88133.4147900267
36047,93692.21458635501
36048,99251.01438268332
36049,104809.81417901162
36050,110368.61397533995
36051,114319.40784077815
36052,117701.71323959218
36053,108789.62931662552
36054,100936.00861015983
36055,99994.86097521079
36056,105134.99168607662
36057,110964.0243766394
36058,116793.05706720216
36059,109059.99123315072
36060,92745.78657502371
36061,82264.69575136578
36062,79944.85228399458
36063,86008.48141550757
36064,79513.48082758281
36065,74278.79246531571
36066,76715.81778861328
36067,79820.91640406227
36068,82926.01501951127
36069,86059.06565660253
36070,93579.67583104016
36071,103382.39743158876
36072,102154.35411441128
36073,93886.10267199803
36074,83186.24741317888
36075,74184.09804990332
36076,68869.58845016008
36077,63555.07885041686
36078,58240.56925067363
36079,52926.0596509304
36080,47903.61223057122
36081,43878.479427261445
36082,29948.097476570692
36083,23130.067045429158
36084,16356.653110247698
36085,9583.239175066237
36086,2809.825239884781
36087,3963.5886952966785
36099,13636.160760237892
36100,4394.717154807513
36101,13151.252526293616
36102,21907.78789777972
36103,24643.79723705108
36104,25662.970974147316
36105,26682.14471124356
36106,29247.19261701075
36107,32295.700733227935
36108,23752.78832885136
36109,3430.4483977353784
36110,18735.601587219593
36112,16019.101556679629
36113,17246.283568533232
36125,6095.956424811497
36126,11330.829159042576
36127,15860.395616498296
36128,14166.060856296164
36129,6500.439088061168
36130,1165.1826801738323
36131,15192.668580806518
36132,15683.674970995424
36133,16664.148553148836
36134,7022.463304713715
36135,8673.50006281725
36136,24369.463430348213
36137,40065.426797879176
36138,55761.390165410136
36139,72231.6758678831
36140,93021.82362902164
36141,100571.92491568442
36142,73808.7127859278
36143,47315.32611094524
36144,22085.155350474975
36145,13534.126059659768
36146,23309.692814534126
36147,33085.25956940849
36148,37033.082357903215
36149,20410.49986320423
36150,3787.9173685052406
36155,7477.780516754528
36156,6309.293544478832
36157,20096.367605712192
36158,33883.44166694556
36159,50329.11677315061
36160,70004.98655564412
36161,89680.85633813762
36162,81899.22640961723
36163,55363.15948455887
36164,29676.178489348255
36165,11257.34855259441
36166,56.45264770830469
36167,11370.253848011023
37234,23143.070723979956
37235,12935.552460617606
37236,8474.26279521185
37237,33017.22702040863
37238,57610.93169074498
37239,67274.9473694645
37240,67769.1890437375
37241,68263.4307180105
37242,69311.03943450158
37243,75086.66816798053
37244,81078.66306903453
37245,87070.65797008855
37246,93062.65287114255
37247,99054.64777219656
37248,105958.4544719688
37249,116891.14946927597
37250,128109.13262877986
37251,139275.61910397466
37252,146046.31578327095
37253,152817.0124625673
37254,159587.70914186363
37255,165350.70718651472
37256,167967.00143533645
37257,170583.29568415825
37258,174412.85353952122
37259,178827.417011999
37260,183241.98048447678
37261,187656.54395695456
37262,192071.1074294323
37263,196485.67090191008
37264,195185.8488564582
37265,194272.21579749268
37266,197033.95265060794
37267,202541.24530645245
37268,208211.4286181858
37269,213881.6119299192
37270,205996.69291802598
37271,195917.2386849579
37272,189183.7501867273
37273,186159.65796995148
37274,187024.98543313562
37275,191727.07710972874
37276,186796.3317455666
37277,181374.11526247507
37278,177784.78860913916
37279,174195.46195580327
37280,170606.13530246733
37281,168967.14690026088
37282,170873.1691207718
37283,173138.88522282112
37284,170597.46133864048
37285,165413.46099584052
37286,160229.46065304056
37287,155732.05000919758
37288,154136.3296023406
37289,152707.685354738
37290,151279.04110713542
37291,149850.39685953286
37292,144153.3738806213
37293,140478.48415613518
37294,141782.69291603562
37295,144556.40833030854
37296,147330.12374458142
37297,145330.5785868493
37298,137927.02299837195
37299,132087.12393808077
37300,127781.64937424922
37301,123474.95709450441
37302,119138.64566934954
37303,114802.33424419464
37304,110004.05742106239
37305,96615.1177832019
37306,83272.93149710704
37307,74602.91041507544
37308,71677.26737289359
37309,68865.01331081327
37310,68049.0397655152
37311,74857.55613146104
37312,82362.6338595315
37313,89867.71158760197
37314,97372.7893156724
37315,102730.30057468581
37316,107818.70656335897
37317,112907.11255203211
37318,114105.45671851853
37319,111556.87987091011
37320,109008.30302330172
37321,109292.92173571771
37322,114554.99204847855
37323,120113.79184480687
37324,125672.59164113516
37325,131231.3914374635
37326,136790.1912337918
37327,141106.71845959828
37328,144489.0238584123
37329,133928.51569311478
37330,127631.27243376667
37331,126888.28192691335
37332,131498.26875650833
37333,137327.3014470711
37334,143156.33413763388
37335,130098.70054678226
37336,116762.02774706448
37337,108623.52582774687
37338,106877.35776531961
37339,111820.76905807146
37340,105174.74657047035
37341,101275.23237667602
37342,103536.6746464457
37343,106641.77326189468
37344,109746.87187734367
37345,112851.97049279267
37346,118816.31905145486
37347,128540.03343384733
37348,129118.95923791708
37349,118675.47736036644
37350,107988.92201344638
37351,100655.89413015138
37352,95341.38453040815
37353,90026.87493066493
37354,84712.3653309217
37355,79397.85573117847
37356,63102.398891538476
37357,36116.40215396901
37358,9212.831444653602
37359,3006.51390278765
37360,8058.410892178419
37361,11988.227834245949
37362,15918.04477631348
37363,15656.978010149322
37364,14469.612610605705
37365,13282.24721106209
37366,12094.881811518473
37367,10907.516411974857
37368,9720.151012431239
37369,8532.785612887625
37370,4321.657565151117
37371,331.80740697222404
37372,3424.5249625721844
37373,26855.765024097236
37376,9156.088873595008
37377,5821.48856903736
37378,32310.309677132056
37379,51624.554915322704
37380,52643.72865241895
37381,53662.902389515184
37382,56074.5405713904
37383,59123.04868760758
37384,41012.92559733635
37385,18846.875612381384
37386,7156.2097440912485
37387,9035.802612331116
37388,10915.395480570984
37389,8035.450069634378
37390,1442.6269636432176
37391,10920.703996920813
37392,18961.700100530732
37394,13701.98687635394
37395,11072.130264265545
37396,8442.273652177148
37397,8834.589960556488
37398,9314.87509199199
37399,9795.160223427492
37400,2412.14086076687
37401,23256.87410961189
37402,37948.17364919584
37403,42477.74010665156
37404,32352.371694412028
37405,13012.280614877905
37406,6327.810464656215
37407,1322.2116719502683
37408,11298.516777539371
37409,10318.04319538596
37410,14946.531528121173
37411,30642.494895652137
37412,46338.4582631831
37413,62034.42163071407
37414,77730.38499824503
37415,93426.34836577601
37416,110411.17753105605
37417,107043.89456209422
37418,82410.00767437326
37419,59853.34883496309
37420,42795.296104003
37421,39223.097410821734
37422,48477.89288170213
37423,48124.739384809094
37424,21296.03043298753
37425,866.00716231401
37429,9546.266401798208
37430,1949.722498281804
37431,15736.796559515167
37432,29523.870620748527
37433,43310.94468198189
37434,57098.01874321526
37435,70930.79829305923
37436,87809.16843715399
37437,80186.2288926159
37438,72563.28934807776
37439,55887.1288212052
37440,30495.450241862487
37441,5604.066149352064
37442,19287.317943158356
38511,24909.885168209472
38512,892.7111741603715
38513,26839.522989930625
38514,53583.24599215447
38515,78899.58057203658
38516,94764.66505671812
38517,95258.90673099113
38518,96107.60730634698
38519,101413.38458126958
38520,107405.37948232358
38521,113397.3743833776
38522,119389.3692844316
38523,125381.36418548561
38524,131609.39868843788
38525,141450.40136816507
38526,152668.38452766897
38527,163886.36768717284
38528,172183.60076998998
38529,178954.29744928627
38530,185724.99412858256
38531,192223.649050099
38532,194839.94329892076
38533,197456.23754774255
38534,201049.5130400567
38535,205464.0765125345
38536,209878.63998501224
38537,214293.20345749
38538,218707.7669299678
38539,223122.33040244554
38540,222096.49336333023
38541,221258.89130483253
38542,223687.68774275025
38543,228939.1433517768
38544,234609.32666351018
38545,240279.50997524356
38546,230668.7106348268
38547,221713.73657648894
38548,215786.71856137022
38549,213140.41106336282
38550,213896.61462733475
38551,218019.92723099838
38552,212917.4886363826
38553,208134.47277457968
38554,204545.14612124374
38555,200955.81946790783
38556,197381.4201299427
38557,195963.0536356009
38558,197777.9369239868
38559,200043.6530260361
38560,197095.12426286555
38561,191911.12392006558
38562,186727.1235772656
38563,182618.7443886171
38564,181098.50636190124
38565,179669.86211429865
38566,178241.2178666961
38567,176507.0535554037
38568,170554.46910780354
38569,167458.64672664454
38570,168639.8428541922
38571,171413.5582684651
38572,174187.273682738
38573,171295.6968158951
38574,163910.4274164721
38575,158741.63366495812
38576,154436.1591011266
38577,150124.46746944508
38578,145788.1560442902
38579,141451.8446191353
38580,133450.5133445858
38581,120061.57370672536
38582,107892.58842490072
38583,101350.99288760278
38584,98530.40922054919
38585,95718.15515846887
38586,94863.83126758538
38587,100793.51202854766
38588,108298.5897566181
38589,115803.66748468857
38590,123308.74521275902
38591,129246.48665968748
38592,134334.89264836063
38593,139423.29863703376
38594,140984.90530013634
38595,138436.3284525279
38596,135888.31987720923
38597,136099.67504393525
38598,140976.5693069304
38599,146535.3691032587
38600,152094.16889958704
38601,157652.96869591533
38602,163211.76849224363
38603,167894.0290784184
38604,169120.1253469602
38605,159676.26994852116
38606,154432.52757102202
38607,153819.04940310857
38608,157861.54582694004
38609,163690.57851750284
38610,167825.9897647048
38611,153020.46294580257
38612,141855.42400554402
38613,135235.57431178234
38614,133837.06436963766
38615,137818.9357045231
38616,131373.74547072544
38617,128273.17091190197
38618,130357.53150427813
38619,133462.6301197271
38620,136567.72873517612
38621,139672.8273506251
38622,144587.52932161064
38623,153697.66943610593
38624,154164.707307554
38625,143464.8520487348
38626,133342.3097760416
38627,127127.69021039947
38628,121813.18061065623
38629,116498.671010913
38630,111184.16141116979
38631,93613.1332022803
38632,68028.67385616344
38633,44163.13196896973
38634,27034.496185226322
38635,22583.88513367763
38636,18654.068191610102
38637,14724.251249542569
38638,10794.43430747504
38639,11316.901269775664
38640,12504.266669319282
38641,13691.632068862897
38642,14878.997468406513
38643,16066.362867950129
38644,17253.728267493745
38645,18441.093667037363
38646,22274.305732936456
38647,26927.770705059793
38648,9991.02531235816
38649,8256.47696186902
38650,11.315201257366697
38651,8279.107364383754
38652,16546.89952751014
38653,24814.69169063653
38654,40399.9738937531
38655,64032.9936274158
38656,79624.48633069058
38657,80643.66006778681
38658,82901.88852577005
38659,78595.40279693731
38660,56453.39705201537
38661,38277.28754954765
38662,34090.70678134186
38663,35970.29964958173
38664,37849.892517821594
38665,33317.18370780199
38666,23839.10667452439
38667,14361.0296412468
38668,7909.917904343016
38669,10539.774516431413
38670,13169.631128519808
38671,15799.487740608203
38672,18429.344352696597
38673,18161.137964293437
38674,17680.852832857934
38675,17200.56770142243
38676,20417.226015162236
38677,40417.79179441228
38678,58283.11706372241
38679,33610.51591559548
38680,13511.966257285027
38681,2556.76956415372
38682,11044.642023651813
38683,24646.053611457348
38684,38247.46519926288
38685,37300.23494392076
38686,38695.26467764758
38687,52611.48972848703
38688,68307.45309601798
38689,84003.41646354896
38690,99699.37983107992
38691,115395.3431986109
38692,131096.13486415206
38693,119415.57119905019
38694,97944.33442861788
38695,79900.604807063
38696,68067.03056843288
38697,65879.69833168252
38698,73646.09294887012
38699,53383.278090768916
38700,28896.17508924843
38701,4409.072087727936
38702,18106.30441359059
38703,7043.161610694375
38704,4019.9811922018403
38705,15083.12399509805
38706,26146.266797994267
38707,38951.37363578486
38708,52738.447697018215
38709,66525.52175825158
38710,77153.48786855099
38711,69530.54832401287
38712,61907.60877947476
38713,54284.66923493664
38714,46661.72969039853
38715,39038.79014586042
38716,26627.84256424606
38717,8064.636444189394
38718,11841.716893866254
39787,17023.372788596775
